"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Autauga County, AL"	"01001"	"1999"	"1999"	361	42963	840.26	1064.73	0.00%
	"Autauga County, AL"	"01001"	"2000"	"2000"	356	43671	815.19	1021.79	0.00%
	"Autauga County, AL"	"01001"	"2001"	"2001"	362	44889	806.43	1008.80	0.00%
	"Autauga County, AL"	"01001"	"2002"	"2002"	388	45909	845.15	1037.62	0.00%
	"Autauga County, AL"	"01001"	"2003"	"2003"	400	46800	854.70	1038.44	0.00%
	"Autauga County, AL"	"01001"	"2004"	"2004"	377	48366	779.47	934.52	0.00%
	"Autauga County, AL"	"01001"	"2005"	"2005"	454	49676	913.92	1123.39	0.00%
	"Autauga County, AL"	"01001"	"2006"	"2006"	457	51328	890.35	1073.07	0.00%
	"Autauga County, AL"	"01001"	"2007"	"2007"	406	52405	774.74	906.71	0.00%
	"Autauga County, AL"	"01001"	"2008"	"2008"	457	53277	857.78	975.42	0.00%
	"Baldwin County, AL"	"01003"	"1999"	"1999"	1290	137555	937.81	848.65	0.01%
	"Baldwin County, AL"	"01003"	"2000"	"2000"	1322	140415	941.49	844.36	0.01%
	"Baldwin County, AL"	"01003"	"2001"	"2001"	1432	144875	988.44	875.83	0.01%
	"Baldwin County, AL"	"01003"	"2002"	"2002"	1451	147957	980.69	867.20	0.01%
	"Baldwin County, AL"	"01003"	"2003"	"2003"	1505	151509	993.34	859.27	0.01%
	"Baldwin County, AL"	"01003"	"2004"	"2004"	1549	156266	991.26	851.73	0.01%
	"Baldwin County, AL"	"01003"	"2005"	"2005"	1576	162183	971.74	842.18	0.01%
	"Baldwin County, AL"	"01003"	"2006"	"2006"	1650	168121	981.44	851.12	0.01%
	"Baldwin County, AL"	"01003"	"2007"	"2007"	1682	172404	975.62	836.60	0.01%
	"Baldwin County, AL"	"01003"	"2008"	"2008"	1685	175827	958.33	812.67	0.01%
	"Barbour County, AL"	"01005"	"1999"	"1999"	290	28866	1004.64	964.94	0.00%
	"Barbour County, AL"	"01005"	"2000"	"2000"	303	29038	1043.46	999.47	0.00%
	"Barbour County, AL"	"01005"	"2001"	"2001"	333	28863	1153.73	1104.86	0.00%
	"Barbour County, AL"	"01005"	"2002"	"2002"	322	28653	1123.79	1089.12	0.00%
	"Barbour County, AL"	"01005"	"2003"	"2003"	290	28594	1014.20	995.37	0.00%
	"Barbour County, AL"	"01005"	"2004"	"2004"	278	28287	982.78	960.58	0.00%
	"Barbour County, AL"	"01005"	"2005"	"2005"	326	28027	1163.16	1122.05	0.00%
	"Barbour County, AL"	"01005"	"2006"	"2006"	288	27861	1033.70	986.89	0.00%
	"Barbour County, AL"	"01005"	"2007"	"2007"	248	27757	893.47	832.88	0.00%
	"Barbour County, AL"	"01005"	"2008"	"2008"	236	27808	848.68	773.25	0.00%
	"Bibb County, AL"	"01007"	"1999"	"1999"	219	20560	1065.18	1111.28	0.00%
	"Bibb County, AL"	"01007"	"2000"	"2000"	191	20826	917.12	947.83	0.00%
	"Bibb County, AL"	"01007"	"2001"	"2001"	212	21028	1008.18	976.30	0.00%
	"Bibb County, AL"	"01007"	"2002"	"2002"	217	21199	1023.63	1018.61	0.00%
	"Bibb County, AL"	"01007"	"2003"	"2003"	228	21399	1065.47	1115.12	0.00%
	"Bibb County, AL"	"01007"	"2004"	"2004"	220	21721	1012.84	1082.45	0.00%
	"Bibb County, AL"	"01007"	"2005"	"2005"	234	22042	1061.61	1129.00	0.00%
	"Bibb County, AL"	"01007"	"2006"	"2006"	227	22099	1027.20	1062.96	0.00%
	"Bibb County, AL"	"01007"	"2007"	"2007"	203	22438	904.72	955.87	0.00%
	"Bibb County, AL"	"01007"	"2008"	"2008"	246	22705	1083.46	1116.03	0.00%
	"Blount County, AL"	"01009"	"1999"	"1999"	451	50237	897.74	924.97	0.00%
	"Blount County, AL"	"01009"	"2000"	"2000"	450	51024	881.94	891.34	0.00%
	"Blount County, AL"	"01009"	"2001"	"2001"	465	51845	896.90	900.38	0.00%
	"Blount County, AL"	"01009"	"2002"	"2002"	530	52551	1008.54	1021.27	0.00%
	"Blount County, AL"	"01009"	"2003"	"2003"	557	53457	1041.96	1066.08	0.00%
	"Blount County, AL"	"01009"	"2004"	"2004"	529	54124	977.39	966.82	0.00%
	"Blount County, AL"	"01009"	"2005"	"2005"	531	54624	972.10	951.72	0.00%
	"Blount County, AL"	"01009"	"2006"	"2006"	530	55485	955.21	933.95	0.00%
	"Blount County, AL"	"01009"	"2007"	"2007"	542	56240	963.73	943.10	0.00%
	"Blount County, AL"	"01009"	"2008"	"2008"	566	57055	992.03	950.78	0.00%
	"Bullock County, AL"	"01011"	"1999"	"1999"	143	11755	1216.50	1113.13	0.00%
	"Bullock County, AL"	"01011"	"2000"	"2000"	146	11714	1246.37	1133.71	0.00%
	"Bullock County, AL"	"01011"	"2001"	"2001"	144	11358	1267.83	1139.17	0.00%
	"Bullock County, AL"	"01011"	"2002"	"2002"	137	11256	1217.13	1052.52	0.00%
	"Bullock County, AL"	"01011"	"2003"	"2003"	121	11316	1069.28	933.42	0.00%
	"Bullock County, AL"	"01011"	"2004"	"2004"	135	11056	1221.06	1086.82	0.00%
