"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Autauga County, AL"	"01001"	"2009"	"2009"	Suppressed	47793	Suppressed
	"Autauga County, AL"	"01001"	"2010"	"2010"	11	48025	Unreliable
	"Autauga County, AL"	"01001"	"2011"	"2011"	Suppressed	48494	Suppressed
	"Autauga County, AL"	"01001"	"2012"	"2012"	11	48270	Unreliable
	"Autauga County, AL"	"01001"	"2013"	"2013"	10	47780	Unreliable
	"Autauga County, AL"	"01001"	"2014"	"2014"	Suppressed	47734	Suppressed
	"Autauga County, AL"	"01001"	"2015"	"2015"	Suppressed	47426	Suppressed
	"Autauga County, AL"	"01001"	"2016"	"2016"	11	47254	Unreliable
	"Baldwin County, AL"	"01003"	"2009"	"2009"	35	149633	23.39
	"Baldwin County, AL"	"01003"	"2010"	"2010"	27	151697	17.80
	"Baldwin County, AL"	"01003"	"2011"	"2011"	27	154840	17.44
	"Baldwin County, AL"	"01003"	"2012"	"2012"	38	156963	24.21
	"Baldwin County, AL"	"01003"	"2013"	"2013"	26	160079	16.24
	"Baldwin County, AL"	"01003"	"2014"	"2014"	30	162726	18.44
	"Baldwin County, AL"	"01003"	"2015"	"2015"	36	164647	21.86
	"Baldwin County, AL"	"01003"	"2016"	"2016"	33	167459	19.71
	"Barbour County, AL"	"01005"	"2009"	"2009"	Suppressed	23787	Suppressed
	"Barbour County, AL"	"01005"	"2010"	"2010"	Suppressed	23548	Suppressed
	"Barbour County, AL"	"01005"	"2011"	"2011"	Suppressed	23153	Suppressed
	"Barbour County, AL"	"01005"	"2012"	"2012"	Suppressed	23058	Suppressed
	"Barbour County, AL"	"01005"	"2013"	"2013"	Suppressed	22782	Suppressed
	"Barbour County, AL"	"01005"	"2014"	"2014"	Suppressed	22454	Suppressed
	"Barbour County, AL"	"01005"	"2015"	"2015"	Suppressed	21943	Suppressed
	"Barbour County, AL"	"01005"	"2016"	"2016"	Suppressed	21287	Suppressed
	"Bibb County, AL"	"01007"	"2009"	"2009"	Suppressed	20059	Suppressed
	"Bibb County, AL"	"01007"	"2010"	"2010"	Suppressed	20009	Suppressed
	"Bibb County, AL"	"01007"	"2011"	"2011"	Suppressed	19747	Suppressed
	"Bibb County, AL"	"01007"	"2012"	"2012"	Suppressed	19465	Suppressed
	"Bibb County, AL"	"01007"	"2013"	"2013"	Suppressed	19296	Suppressed
	"Bibb County, AL"	"01007"	"2014"	"2014"	Suppressed	19178	Suppressed
	"Bibb County, AL"	"01007"	"2015"	"2015"	Suppressed	19191	Suppressed
	"Bibb County, AL"	"01007"	"2016"	"2016"	Suppressed	19149	Suppressed
	"Blount County, AL"	"01009"	"2009"	"2009"	Suppressed	49033	Suppressed
	"Blount County, AL"	"01009"	"2010"	"2010"	Suppressed	48883	Suppressed
	"Blount County, AL"	"01009"	"2011"	"2011"	Suppressed	49006	Suppressed
	"Blount County, AL"	"01009"	"2012"	"2012"	11	48610	Unreliable
	"Blount County, AL"	"01009"	"2013"	"2013"	Suppressed	48376	Suppressed
	"Blount County, AL"	"01009"	"2014"	"2014"	Suppressed	47906	Suppressed
	"Blount County, AL"	"01009"	"2015"	"2015"	Suppressed	47563	Suppressed
	"Blount County, AL"	"01009"	"2016"	"2016"	Suppressed	47325	Suppressed
	"Bullock County, AL"	"01011"	"2009"	"2009"	Suppressed	9498	Suppressed
	"Bullock County, AL"	"01011"	"2010"	"2010"	Suppressed	9445	Suppressed
	"Bullock County, AL"	"01011"	"2011"	"2011"	Suppressed	9107	Suppressed
	"Bullock County, AL"	"01011"	"2012"	"2012"	Suppressed	8941	Suppressed
	"Bullock County, AL"	"01011"	"2013"	"2013"	Suppressed	9084	Suppressed
	"Bullock County, AL"	"01011"	"2014"	"2014"	Suppressed	9164	Suppressed
	"Bullock County, AL"	"01011"	"2015"	"2015"	Suppressed	9061	Suppressed
	"Bullock County, AL"	"01011"	"2016"	"2016"	Suppressed	8678	Suppressed
	"Butler County, AL"	"01013"	"2009"	"2009"	Suppressed	17410	Suppressed
	"Butler County, AL"	"01013"	"2010"	"2010"	Suppressed	17458	Suppressed
	"Butler County, AL"	"01013"	"2011"	"2011"	Suppressed	17128	Suppressed
	"Butler County, AL"	"01013"	"2012"	"2012"	Suppressed	16765	Suppressed
	"Butler County, AL"	"01013"	"2013"	"2013"	Suppressed	16668	Suppressed
	"Butler County, AL"	"01013"	"2014"	"2014"	Suppressed	16652	Suppressed
	"Butler County, AL"	"01013"	"2015"	"2015"	Suppressed	16450	Suppressed
	"Butler County, AL"	"01013"	"2016"	"2016"	Suppressed	16194	Suppressed
	"Calhoun County, AL"	"01015"	"2009"	"2009"	18	101561	Unreliable
	"Calhoun County, AL"	"01015"	"2010"	"2010"	10	101582	Unreliable
	"Calhoun County, AL"	"01015"	"2011"	"2011"	16	100649	Unreliable
	"Calhoun County, AL"	"01015"	"2012"	"2012"	19	99514	Unreliable
	"Calhoun County, AL"	"01015"	"2013"	"2013"	14	98587	Unreliable
	"Calhoun County, AL"	"01015"	"2014"	"2014"	13	97417	Unreliable
	"Calhoun County, AL"	"01015"	"2015"	"2015"	19	96720	Unreliable
	"Calhoun County, AL"	"01015"	"2016"	"2016"	25	95264	26.24
	"Chambers County, AL"	"01017"	"2009"	"2009"	Suppressed	28693	Suppressed
	"Chambers County, AL"	"01017"	"2010"	"2010"	Suppressed	28509	Suppressed
	"Chambers County, AL"	"01017"	"2011"	"2011"	Suppressed	28180	Suppressed
	"Chambers County, AL"	"01017"	"2012"	"2012"	Suppressed	28077	Suppressed
	"Chambers County, AL"	"01017"	"2013"	"2013"	Suppressed	28068	Suppressed
	"Chambers County, AL"	"01017"	"2014"	"2014"	Suppressed	27825	Suppressed
	"Chambers County, AL"	"01017"	"2015"	"2015"	Suppressed	27759	Suppressed
	"Chambers County, AL"	"01017"	"2016"	"2016"	11	27388	Unreliable
	"Cherokee County, AL"	"01019"	"2009"	"2009"	Suppressed	21261	Suppressed
	"Cherokee County, AL"	"01019"	"2010"	"2010"	Suppressed	21338	Suppressed
	"Cherokee County, AL"	"01019"	"2011"	"2011"	Suppressed	21262	Suppressed
	"Cherokee County, AL"	"01019"	"2012"	"2012"	Suppressed	20992	Suppressed
	"Cherokee County, AL"	"01019"	"2013"	"2013"	Suppressed	20939	Suppressed
	"Cherokee County, AL"	"01019"	"2014"	"2014"	Suppressed	20591	Suppressed
	"Cherokee County, AL"	"01019"	"2015"	"2015"	Suppressed	20281	Suppressed
	"Cherokee County, AL"	"01019"	"2016"	"2016"	Suppressed	20061	Suppressed
	"Chilton County, AL"	"01021"	"2009"	"2009"	10	37626	Unreliable
	"Chilton County, AL"	"01021"	"2010"	"2010"	Suppressed	37722	Suppressed
	"Chilton County, AL"	"01021"	"2011"	"2011"	Suppressed	37709	Suppressed
	"Chilton County, AL"	"01021"	"2012"	"2012"	Suppressed	37450	Suppressed
	"Chilton County, AL"	"01021"	"2013"	"2013"	Suppressed	37398	Suppressed
	"Chilton County, AL"	"01021"	"2014"	"2014"	Suppressed	37254	Suppressed
	"Chilton County, AL"	"01021"	"2015"	"2015"	10	37112	Unreliable
	"Chilton County, AL"	"01021"	"2016"	"2016"	Suppressed	36886	Suppressed
	"Choctaw County, AL"	"01023"	"2009"	"2009"	Suppressed	11455	Suppressed
	"Choctaw County, AL"	"01023"	"2010"	"2010"	Suppressed	11340	Suppressed
	"Choctaw County, AL"	"01023"	"2011"	"2011"	Suppressed	11018	Suppressed
	"Choctaw County, AL"	"01023"	"2012"	"2012"	Suppressed	10958	Suppressed
	"Choctaw County, AL"	"01023"	"2013"	"2013"	Suppressed	10696	Suppressed
	"Choctaw County, AL"	"01023"	"2014"	"2014"	Suppressed	10556	Suppressed
	"Choctaw County, AL"	"01023"	"2015"	"2015"	Suppressed	10367	Suppressed
	"Choctaw County, AL"	"01023"	"2016"	"2016"	Suppressed	10158	Suppressed
	"Clarke County, AL"	"01025"	"2009"	"2009"	Suppressed	21948	Suppressed
	"Clarke County, AL"	"01025"	"2010"	"2010"	Suppressed	21659	Suppressed
	"Clarke County, AL"	"01025"	"2011"	"2011"	Suppressed	21436	Suppressed
	"Clarke County, AL"	"01025"	"2012"	"2012"	Suppressed	20828	Suppressed
	"Clarke County, AL"	"01025"	"2013"	"2013"	Suppressed	20793	Suppressed
	"Clarke County, AL"	"01025"	"2014"	"2014"	Suppressed	20460	Suppressed
	"Clarke County, AL"	"01025"	"2015"	"2015"	Suppressed	20113	Suppressed
	"Clarke County, AL"	"01025"	"2016"	"2016"	Suppressed	19751	Suppressed
	"Clay County, AL"	"01027"	"2009"	"2009"	Suppressed	11554	Suppressed
	"Clay County, AL"	"01027"	"2010"	"2010"	Suppressed	11483	Suppressed
	"Clay County, AL"	"01027"	"2011"	"2011"	Suppressed	11277	Suppressed
	"Clay County, AL"	"01027"	"2012"	"2012"	Suppressed	10949	Suppressed
	"Clay County, AL"	"01027"	"2013"	"2013"	Suppressed	10917	Suppressed
	"Clay County, AL"	"01027"	"2014"	"2014"	Suppressed	10921	Suppressed
	"Clay County, AL"	"01027"	"2015"	"2015"	Suppressed	10855	Suppressed
	"Clay County, AL"	"01027"	"2016"	"2016"	Suppressed	10704	Suppressed
	"Cleburne County, AL"	"01029"	"2009"	"2009"	Suppressed	12583	Suppressed
	"Cleburne County, AL"	"01029"	"2010"	"2010"	Suppressed	12611	Suppressed
	"Cleburne County, AL"	"01029"	"2011"	"2011"	Suppressed	12429	Suppressed
	"Cleburne County, AL"	"01029"	"2012"	"2012"	Suppressed	12242	Suppressed
	"Cleburne County, AL"	"01029"	"2013"	"2013"	Suppressed	12293	Suppressed
	"Cleburne County, AL"	"01029"	"2014"	"2014"	Suppressed	12307	Suppressed
	"Cleburne County, AL"	"01029"	"2015"	"2015"	Suppressed	12197	Suppressed
	"Cleburne County, AL"	"01029"	"2016"	"2016"	Suppressed	12116	Suppressed
	"Coffee County, AL"	"01031"	"2009"	"2009"	Suppressed	42245	Suppressed
	"Coffee County, AL"	"01031"	"2010"	"2010"	10	42738	Unreliable
	"Coffee County, AL"	"01031"	"2011"	"2011"	Suppressed	43120	Suppressed
	"Coffee County, AL"	"01031"	"2012"	"2012"	Suppressed	43590	Suppressed
	"Coffee County, AL"	"01031"	"2013"	"2013"	Suppressed	42992	Suppressed
	"Coffee County, AL"	"01031"	"2014"	"2014"	11	42791	Unreliable
	"Coffee County, AL"	"01031"	"2015"	"2015"	Suppressed	42932	Suppressed
	"Coffee County, AL"	"01031"	"2016"	"2016"	Suppressed	42817	Suppressed
	"Colbert County, AL"	"01033"	"2009"	"2009"	Suppressed	45008	Suppressed
	"Colbert County, AL"	"01033"	"2010"	"2010"	Suppressed	44965	Suppressed
	"Colbert County, AL"	"01033"	"2011"	"2011"	Suppressed	44934	Suppressed
	"Colbert County, AL"	"01033"	"2012"	"2012"	Suppressed	44759	Suppressed
	"Colbert County, AL"	"01033"	"2013"	"2013"	Suppressed	44631	Suppressed
	"Colbert County, AL"	"01033"	"2014"	"2014"	10	44444	Unreliable
	"Colbert County, AL"	"01033"	"2015"	"2015"	Suppressed	44122	Suppressed
	"Colbert County, AL"	"01033"	"2016"	"2016"	Suppressed	43798	Suppressed
	"Conecuh County, AL"	"01035"	"2009"	"2009"	Suppressed	10900	Suppressed
	"Conecuh County, AL"	"01035"	"2010"	"2010"	Suppressed	10866	Suppressed
	"Conecuh County, AL"	"01035"	"2011"	"2011"	Suppressed	10667	Suppressed
	"Conecuh County, AL"	"01035"	"2012"	"2012"	Suppressed	10488	Suppressed
	"Conecuh County, AL"	"01035"	"2013"	"2013"	Suppressed	10345	Suppressed
	"Conecuh County, AL"	"01035"	"2014"	"2014"	Suppressed	10083	Suppressed
	"Conecuh County, AL"	"01035"	"2015"	"2015"	Suppressed	10025	Suppressed
	"Conecuh County, AL"	"01035"	"2016"	"2016"	Suppressed	9734	Suppressed
	"Coosa County, AL"	"01037"	"2009"	"2009"	Suppressed	9457	Suppressed
	"Coosa County, AL"	"01037"	"2010"	"2010"	Suppressed	9569	Suppressed
	"Coosa County, AL"	"01037"	"2011"	"2011"	Suppressed	9223	Suppressed
	"Coosa County, AL"	"01037"	"2012"	"2012"	Suppressed	9006	Suppressed
	"Coosa County, AL"	"01037"	"2013"	"2013"	Suppressed	8919	Suppressed
	"Coosa County, AL"	"01037"	"2014"	"2014"	Suppressed	8869	Suppressed
	"Coosa County, AL"	"01037"	"2015"	"2015"	Suppressed	8665	Suppressed
	"Coosa County, AL"	"01037"	"2016"	"2016"	Suppressed	8472	Suppressed
	"Covington County, AL"	"01039"	"2009"	"2009"	Suppressed	30768	Suppressed
	"Covington County, AL"	"01039"	"2010"	"2010"	Suppressed	30826	Suppressed
	"Covington County, AL"	"01039"	"2011"	"2011"	Suppressed	30991	Suppressed
	"Covington County, AL"	"01039"	"2012"	"2012"	Suppressed	30700	Suppressed
	"Covington County, AL"	"01039"	"2013"	"2013"	Suppressed	30473	Suppressed
	"Covington County, AL"	"01039"	"2014"	"2014"	Suppressed	30416	Suppressed
	"Covington County, AL"	"01039"	"2015"	"2015"	Suppressed	30265	Suppressed
	"Covington County, AL"	"01039"	"2016"	"2016"	Suppressed	29831	Suppressed
	"Crenshaw County, AL"	"01041"	"2009"	"2009"	Suppressed	11799	Suppressed
	"Crenshaw County, AL"	"01041"	"2010"	"2010"	Suppressed	11696	Suppressed
	"Crenshaw County, AL"	"01041"	"2011"	"2011"	Suppressed	11689	Suppressed
	"Crenshaw County, AL"	"01041"	"2012"	"2012"	Suppressed	11736	Suppressed
	"Crenshaw County, AL"	"01041"	"2013"	"2013"	Suppressed	11537	Suppressed
	"Crenshaw County, AL"	"01041"	"2014"	"2014"	Suppressed	11468	Suppressed
	"Crenshaw County, AL"	"01041"	"2015"	"2015"	Suppressed	11435	Suppressed
	"Crenshaw County, AL"	"01041"	"2016"	"2016"	Suppressed	11326	Suppressed
	"Cullman County, AL"	"01043"	"2009"	"2009"	12	67751	Unreliable
	"Cullman County, AL"	"01043"	"2010"	"2010"	Suppressed	67596	Suppressed
	"Cullman County, AL"	"01043"	"2011"	"2011"	11	67478	Unreliable
	"Cullman County, AL"	"01043"	"2012"	"2012"	Suppressed	66877	Suppressed
	"Cullman County, AL"	"01043"	"2013"	"2013"	10	66875	Unreliable
	"Cullman County, AL"	"01043"	"2014"	"2014"	18	66965	Unreliable
	"Cullman County, AL"	"01043"	"2015"	"2015"	16	67304	Unreliable
	"Cullman County, AL"	"01043"	"2016"	"2016"	17	67427	Unreliable
	"Dale County, AL"	"01045"	"2009"	"2009"	Suppressed	43107	Suppressed
	"Dale County, AL"	"01045"	"2010"	"2010"	Suppressed	43492	Suppressed
	"Dale County, AL"	"01045"	"2011"	"2011"	Suppressed	43142	Suppressed
	"Dale County, AL"	"01045"	"2012"	"2012"	Suppressed	43222	Suppressed
	"Dale County, AL"	"01045"	"2013"	"2013"	Suppressed	42451	Suppressed
	"Dale County, AL"	"01045"	"2014"	"2014"	Suppressed	41873	Suppressed
	"Dale County, AL"	"01045"	"2015"	"2015"	Suppressed	41760	Suppressed
	"Dale County, AL"	"01045"	"2016"	"2016"	Suppressed	41267	Suppressed
	"Dallas County, AL"	"01047"	"2009"	"2009"	Suppressed	37632	Suppressed
	"Dallas County, AL"	"01047"	"2010"	"2010"	Suppressed	37655	Suppressed
	"Dallas County, AL"	"01047"	"2011"	"2011"	Suppressed	37033	Suppressed
	"Dallas County, AL"	"01047"	"2012"	"2012"	Suppressed	36529	Suppressed
